feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
192653330000.0,0.0,0.0,0.0,0.0,11191791000000.0,0.0,0.0,549714620000.0,2260102000000.0,0.0,0.0,0.0,2937202100000.0,3126220300000.0,0.0,6225375000000.0,2584795200000.0,2249259700000.0,0.0,5
199303600000.0,0.0,0.0,0.0,0.0,11997821000000.0,0.0,0.0,575228300000.0,2375303000000.0,0.0,0.0,0.0,3150954400000.0,3338066700000.0,0.0,6670656700000.0,2749101800000.0,2408727200000.0,0.0,5
182045410000.0,0.0,0.0,0.0,0.0,10444622000000.0,0.0,0.0,517989100000.0,2141226000000.0,0.0,0.0,0.0,2743470700000.0,2924564700000.0,0.0,5808956000000.0,2429306000000.0,2104046800000.0,0.0,2
190833260000.0,0.0,0.0,0.0,0.0,10658330000000.0,0.0,0.0,539704360000.0,2190503200000.0,0.0,0.0,0.0,2792730100000.0,2990855400000.0,0.0,5935169000000.0,2476777000000.0,2139665000000.0,0.0,3
189660300000.0,0.0,0.0,0.0,0.0,10777588000000.0,0.0,0.0,537535870000.0,2201636300000.0,0.0,0.0,0.0,2826851300000.0,3017919000000.0,0.0,5997133300000.0,2500361000000.0,2166834700000.0,0.0,1
232357720000.0,0.0,0.0,0.0,0.0,23337256000000.0,0.0,0.0,979846230000.0,4047212400000.0,0.0,0.0,0.0,6199190000000.0,6372243000000.0,0.0,12992865000000.0,5104938000000.0,4636592000000.0,0.0,0
181892450000.0,0.0,0.0,0.0,0.0,10139336000000.0,0.0,0.0,512440170000.0,2101676100000.0,0.0,0.0,0.0,2660034700000.0,2846645300000.0,0.0,5642200000000.0,2367218500000.0,2041602800000.0,0.0,1
187249360000.0,0.0,0.0,0.0,0.0,10639108000000.0,0.0,0.0,530752180000.0,2178704200000.0,0.0,0.0,0.0,2791422800000.0,2979989600000.0,0.0,5919377700000.0,2471441200000.0,2140373000000.0,0.0,4
216411370000.0,0.0,0.0,0.0,0.0,13763941000000.0,0.0,0.0,640737900000.0,2635831400000.0,0.0,0.0,0.0,3615085000000.0,3808076800000.0,0.0,7652429500000.0,3109999300000.0,2752494000000.0,0.0,4
188548810000.0,0.0,0.0,0.0,0.0,10480323000000.0,0.0,0.0,530149470000.0,2158319400000.0,0.0,0.0,0.0,2746371800000.0,2940830500000.0,0.0,5834508600000.0,2437861600000.0,2105832800000.0,0.0,5
195984590000.0,0.0,0.0,0.0,0.0,12037002000000.0,0.0,0.0,593472600000.0,2393061000000.0,0.0,0.0,0.0,3160433500000.0,3361891400000.0,0.0,6707535700000.0,2761643500000.0,2406564800000.0,0.0,0
195643280000.0,0.0,0.0,0.0,0.0,11205398000000.0,0.0,0.0,561032900000.0,2275064700000.0,0.0,0.0,0.0,2936790600000.0,3137869200000.0,0.0,6240265600000.0,2591120400000.0,2246665800000.0,0.0,3
198979980000.0,0.0,0.0,0.0,0.0,11657651000000.0,0.0,0.0,577755900000.0,2338321300000.0,0.0,0.0,0.0,3055899000000.0,3258368700000.0,0.0,6492812000000.0,2682112400000.0,2333767000000.0,0.0,5
215066310000.0,0.0,0.0,0.0,0.0,25590556000000.0,0.0,0.0,1069544000000.0,4430585400000.0,0.0,0.0,0.0,6828228000000.0,6992894600000.0,0.0,14260447000000.0,5610463600000.0,5087250400000.0,0.0,4
201994630000.0,0.0,0.0,0.0,0.0,12156305000000.0,0.0,0.0,583379500000.0,2401212600000.0,0.0,0.0,0.0,3191221300000.0,3381639000000.0,0.0,6760055700000.0,2781933500000.0,2438532400000.0,0.0,1
185412520000.0,0.0,0.0,0.0,0.0,11231090000000.0,0.0,0.0,536419930000.0,2238935200000.0,0.0,0.0,0.0,2954167300000.0,3126198300000.0,0.0,6240766000000.0,2583906000000.0,2260609000000.0,0.0,2
184793500000.0,0.0,0.0,0.0,0.0,10327957000000.0,0.0,0.0,520216380000.0,2129834300000.0,0.0,0.0,0.0,2708496000000.0,2897195000000.0,0.0,5747466000000.0,2405361500000.0,2077957400000.0,0.0,6
183845750000.0,0.0,0.0,0.0,0.0,10476840000000.0,0.0,0.0,521738550000.0,2149619200000.0,0.0,0.0,0.0,2750475100000.0,2934794000000.0,0.0,5827942400000.0,2436754000000.0,2109461000000.0,0.0,1
245994320000.0,0.0,0.0,0.0,0.0,26245480000000.0,0.0,0.0,1084869100000.0,4487887000000.0,0.0,0.0,0.0,6976382000000.0,7150275400000.0,0.0,14610836000000.0,5714930600000.0,5211752000000.0,0.0,0
213388070000.0,0.0,0.0,0.0,0.0,13427358000000.0,0.0,0.0,630298700000.0,2592650300000.0,0.0,0.0,0.0,3526591000000.0,3720391700000.0,0.0,7466145300000.0,3044597600000.0,2687403000000.0,0.0,5
186853720000.0,0.0,0.0,0.0,0.0,10263428000000.0,0.0,0.0,525260600000.0,2131942600000.0,0.0,0.0,0.0,2689322500000.0,2885682700000.0,0.0,5715564400000.0,2395690500000.0,2062396300000.0,0.0,1
177506810000.0,0.0,0.0,0.0,0.0,9983114000000.0,0.0,0.0,502349140000.0,2074547600000.0,0.0,0.0,0.0,2622217500000.0,2802738800000.0,0.0,5553774400000.0,2335253000000.0,2013287400000.0,0.0,1
195516800000.0,0.0,0.0,0.0,0.0,11427773000000.0,0.0,0.0,570736440000.0,2303340300000.0,0.0,0.0,0.0,2996268200000.0,3198341300000.0,0.0,6366896000000.0,2634544300000.0,2287407000000.0,0.0,4
199047540000.0,0.0,0.0,0.0,0.0,11744498000000.0,0.0,0.0,569177200000.0,2334232400000.0,0.0,0.0,0.0,3080841300000.0,3271628700000.0,0.0,6532582000000.0,2693102300000.0,2355478400000.0,0.0,2
184450450000.0,0.0,0.0,0.0,0.0,10701368000000.0,0.0,0.0,526315650000.0,2178453300000.0,0.0,0.0,0.0,2811316000000.0,2992218600000.0,0.0,5950829000000.0,2481795400000.0,2154903800000.0,0.0,5
184819740000.0,0.0,0.0,0.0,0.0,10285132000000.0,0.0,0.0,520869450000.0,2129733000000.0,0.0,0.0,0.0,2697206000000.0,2887778300000.0,0.0,5724521400000.0,2399473800000.0,2069603400000.0,0.0,4
206669510000.0,0.0,0.0,0.0,0.0,12455170000000.0,0.0,0.0,601301300000.0,2456387300000.0,0.0,0.0,0.0,3267649600000.0,3466603500000.0,0.0,6930533700000.0,2847221000000.0,2494330300000.0,0.0,2
182482300000.0,0.0,0.0,0.0,0.0,9886209000000.0,0.0,0.0,510865340000.0,2074910900000.0,0.0,0.0,0.0,2591012200000.0,2784756500000.0,0.0,5505603000000.0,2318010700000.0,1988759800000.0,0.0,0
180294420000.0,0.0,0.0,0.0,0.0,9607879000000.0,0.0,0.0,502894800000.0,2033694400000.0,0.0,0.0,0.0,2517270500000.0,2712087800000.0,0.0,5352933300000.0,2260014700000.0,1932448100000.0,0.0,3
178651500000.0,0.0,0.0,0.0,0.0,9506939000000.0,0.0,0.0,500885060000.0,2013840300000.0,0.0,0.0,0.0,2490093500000.0,2685918000000.0,0.0,5300166000000.0,2236021700000.0,1909614800000.0,0.0,0
196427940000.0,0.0,0.0,0.0,0.0,11651077000000.0,0.0,0.0,563658000000.0,2324428000000.0,0.0,0.0,0.0,3059069700000.0,3246461000000.0,0.0,6478806000000.0,2677767400000.0,2340166000000.0,0.0,2
219511100000.0,0.0,0.0,0.0,0.0,17335274000000.0,0.0,0.0,775531400000.0,3167445800000.0,0.0,0.0,0.0,4581019400000.0,4772355600000.0,0.0,9652287000000.0,3855603500000.0,3448228500000.0,0.0,0
189172710000.0,0.0,0.0,0.0,0.0,10978510000000.0,0.0,0.0,539749420000.0,2225098000000.0,0.0,0.0,0.0,2882400000000.0,3068110800000.0,0.0,6105969000000.0,2540215200000.0,2208229200000.0,0.0,2
216278860000.0,0.0,0.0,0.0,0.0,14380600000000.0,0.0,0.0,673478930000.0,2736129600000.0,0.0,0.0,0.0,3780405600000.0,3982154300000.0,0.0,8003878000000.0,3241902000000.0,2867455000000.0,0.0,2
198915950000.0,0.0,0.0,0.0,0.0,11831444000000.0,0.0,0.0,572590460000.0,2355165100000.0,0.0,0.0,0.0,3105621000000.0,3296075200000.0,0.0,6580195600000.0,2716274000000.0,2374820000000.0,0.0,3
191993250000.0,0.0,0.0,0.0,0.0,10885532000000.0,0.0,0.0,544412760000.0,2221674900000.0,0.0,0.0,0.0,2853826200000.0,3048706400000.0,0.0,6058849300000.0,2523550200000.0,2186715700000.0,0.0,2
177749620000.0,0.0,0.0,0.0,0.0,9975358000000.0,0.0,0.0,502222520000.0,2070077000000.0,0.0,0.0,0.0,2619220000000.0,2800164500000.0,0.0,5549644600000.0,2331480400000.0,2010770000000.0,0.0,1
187974000000.0,0.0,0.0,0.0,0.0,11474263000000.0,0.0,0.0,545818480000.0,2281272200000.0,0.0,0.0,0.0,3018918200000.0,3192056200000.0,0.0,6375485700000.0,2637380700000.0,2309546600000.0,0.0,5
203136530000.0,0.0,0.0,0.0,0.0,12078282000000.0,0.0,0.0,587211540000.0,2399706500000.0,0.0,0.0,0.0,3168341900000.0,3365898000000.0,0.0,6720808000000.0,2769439200000.0,2420763300000.0,0.0,4
200512010000.0,0.0,0.0,0.0,0.0,11881117000000.0,0.0,0.0,586166300000.0,2374993000000.0,0.0,0.0,0.0,3115484400000.0,3318491000000.0,0.0,6616819700000.0,2730392300000.0,2378375400000.0,0.0,0
218032080000.0,0.0,0.0,0.0,0.0,19619211000000.0,0.0,0.0,852129700000.0,3498947000000.0,0.0,0.0,0.0,5202549700000.0,5381856700000.0,0.0,10926086000000.0,4331481900000.0,3900654700000.0,0.0,0
209156080000.0,0.0,0.0,0.0,0.0,12735557000000.0,0.0,0.0,612393200000.0,2496419000000.0,0.0,0.0,0.0,3341070000000.0,3541800800000.0,0.0,7087365000000.0,2903553000000.0,2547777500000.0,0.0,4
191077060000.0,0.0,0.0,0.0,0.0,10896489000000.0,0.0,0.0,540563500000.0,2214359700000.0,0.0,0.0,0.0,2857706500000.0,3048168000000.0,0.0,6062703000000.0,2521957000000.0,2189561800000.0,0.0,1
178261100000.0,0.0,0.0,0.0,0.0,10769602000000.0,0.0,0.0,517000100000.0,2167432200000.0,0.0,0.0,0.0,2834972500000.0,3002170600000.0,0.0,5984176000000.0,2489272200000.0,2171074400000.0,0.0,5
193108020000.0,0.0,0.0,0.0,0.0,11235511000000.0,0.0,0.0,550959400000.0,2266095700000.0,0.0,0.0,0.0,2948770300000.0,3137609000000.0,0.0,6249450600000.0,2593534200000.0,2257902600000.0,0.0,2
215078040000.0,0.0,0.0,0.0,0.0,13602317000000.0,0.0,0.0,640478500000.0,2615978200000.0,0.0,0.0,0.0,3571011000000.0,3769318200000.0,0.0,7566605000000.0,3077806000000.0,2717507000000.0,0.0,2
176971740000.0,0.0,0.0,0.0,0.0,10499040000000.0,0.0,0.0,510098240000.0,2131525400000.0,0.0,0.0,0.0,2762484200000.0,2932152000000.0,0.0,5835390500000.0,2434897800000.0,2117093000000.0,0.0,4
237691570000.0,0.0,0.0,0.0,0.0,19177239000000.0,0.0,0.0,837608870000.0,3435326000000.0,0.0,0.0,0.0,5065079000000.0,5258576000000.0,0.0,10670770000000.0,4232414500000.0,3811672000000.0,0.0,3
182803500000.0,0.0,0.0,0.0,0.0,9909817000000.0,0.0,0.0,511442700000.0,2076772400000.0,0.0,0.0,0.0,2596914000000.0,2790654700000.0,0.0,5518676500000.0,2321912200000.0,1993081000000.0,0.0,2
226251740000.0,0.0,0.0,0.0,0.0,24662981000000.0,0.0,0.0,1034194300000.0,4276257600000.0,0.0,0.0,0.0,6566702500000.0,6737545400000.0,0.0,13739353000000.0,5402215000000.0,4902092000000.0,0.0,3
215457500000.0,0.0,0.0,0.0,0.0,19494957000000.0,0.0,0.0,849481600000.0,3487085400000.0,0.0,0.0,0.0,5172025600000.0,5351208000000.0,0.0,10858747000000.0,4309593000000.0,3876770300000.0,0.0,4
190812230000.0,0.0,0.0,0.0,0.0,10698382000000.0,0.0,0.0,538599850000.0,2190999600000.0,0.0,0.0,0.0,2803358000000.0,2999226200000.0,0.0,5956039600000.0,2482676200000.0,2148167500000.0,0.0,5
176284470000.0,0.0,0.0,0.0,0.0,9867690000000.0,0.0,0.0,498251700000.0,2056782200000.0,0.0,0.0,0.0,2591826400000.0,2772012400000.0,0.0,5489925600000.0,2311147700000.0,1990442000000.0,0.0,2
200278700000.0,0.0,0.0,0.0,0.0,13663610000000.0,0.0,0.0,648379800000.0,2621733600000.0,0.0,0.0,0.0,3597226700000.0,3793222400000.0,0.0,7612308400000.0,3093500000000.0,2725091500000.0,0.0,3
191496950000.0,0.0,0.0,0.0,0.0,11530704000000.0,0.0,0.0,552207450000.0,2293598500000.0,0.0,0.0,0.0,3030673800000.0,3209449000000.0,0.0,6408742400000.0,2648801000000.0,2318421200000.0,0.0,4
177041210000.0,0.0,0.0,0.0,0.0,10510576000000.0,0.0,0.0,510333300000.0,2133136600000.0,0.0,0.0,0.0,2765615000000.0,2935129600000.0,0.0,5841703000000.0,2437268000000.0,2119443400000.0,0.0,0
225260700000.0,0.0,0.0,0.0,0.0,15516013000000.0,0.0,0.0,714326930000.0,2912255200000.0,0.0,0.0,0.0,4082680700000.0,4285842600000.0,0.0,8633616000000.0,3480415600000.0,3091931600000.0,0.0,1
186692440000.0,0.0,0.0,0.0,0.0,10573304000000.0,0.0,0.0,527756530000.0,2165486100000.0,0.0,0.0,0.0,2773728000000.0,2961688800000.0,0.0,5882767700000.0,2455938500000.0,2126921200000.0,0.0,3
187429060000.0,0.0,0.0,0.0,0.0,10605635000000.0,0.0,0.0,530844450000.0,2175897700000.0,0.0,0.0,0.0,2782120400000.0,2971999100000.0,0.0,5901448000000.0,2465300700000.0,2133457200000.0,0.0,4
178095880000.0,0.0,0.0,0.0,0.0,9802793000000.0,0.0,0.0,500677300000.0,2054017800000.0,0.0,0.0,0.0,2572548600000.0,2757850000000.0,0.0,5455805000000.0,2299432800000.0,1975978300000.0,0.0,3
180937130000.0,0.0,0.0,0.0,0.0,9713833000000.0,0.0,0.0,505312100000.0,2049409800000.0,0.0,0.0,0.0,2545672000000.0,2739393300000.0,0.0,5410553600000.0,2282350000000.0,1954431800000.0,0.0,0
233602900000.0,0.0,0.0,0.0,0.0,27553616000000.0,0.0,0.0,1140811900000.0,4727794000000.0,0.0,0.0,0.0,7346072300000.0,7515791000000.0,0.0,15350672000000.0,6018086000000.0,5475717000000.0,0.0,1
180881620000.0,0.0,0.0,0.0,0.0,10752365000000.0,0.0,0.0,521202270000.0,2176758600000.0,0.0,0.0,0.0,2828765000000.0,3001436000000.0,0.0,5976184300000.0,2490362200000.0,2167461900000.0,0.0,5
187062980000.0,0.0,0.0,0.0,0.0,10479991000000.0,0.0,0.0,528141350000.0,2159563000000.0,0.0,0.0,0.0,2748179000000.0,2939782200000.0,0.0,5832747000000.0,2439910300000.0,2107993100000.0,0.0,1
224391950000.0,0.0,0.0,0.0,0.0,22230002000000.0,0.0,0.0,942351800000.0,3887030900000.0,0.0,0.0,0.0,5905892500000.0,6078977300000.0,0.0,12379060000000.0,4877495000000.0,4418101600000.0,0.0,0
178691670000.0,0.0,0.0,0.0,0.0,9718057000000.0,0.0,0.0,500456460000.0,2044508100000.0,0.0,0.0,0.0,2548952200000.0,2737143000000.0,0.0,5410107400000.0,2282322100000.0,1957858500000.0,0.0,3
234527360000.0,0.0,0.0,0.0,0.0,18988545000000.0,0.0,0.0,833906740000.0,3416236200000.0,0.0,0.0,0.0,5017988000000.0,5212213300000.0,0.0,10568373000000.0,4198414000000.0,3774542500000.0,0.0,4
192014480000.0,0.0,0.0,0.0,0.0,11193987000000.0,0.0,0.0,548072160000.0,2257710700000.0,0.0,0.0,0.0,2938521300000.0,3125633600000.0,0.0,6225715000000.0,2584338800000.0,2250202000000.0,0.0,5
181175220000.0,0.0,0.0,0.0,0.0,10084249000000.0,0.0,0.0,511008470000.0,2096031600000.0,0.0,0.0,0.0,2645956000000.0,2832658600000.0,0.0,5611864000000.0,2357343300000.0,2031151600000.0,0.0,5
